State-County FIPS Code,Select State,Select County,State-County-Tract FIPS Code (lookup by address at http://www.ffiec.gov/Geocode/),Primary RUCA Code 2010,"Secondary RUCA Code, 2010 (see errata)","Tract Population, 2010","Land Area (square miles), 2010","Population Density (per square mile), 2010"
42069,PA,Lackawanna County,42069102600,1,1,"2,434",0.2,"12,200.40"
42069,PA,Lackawanna County,42069102700,1,1,"2,747",0.4,"6,403.50"
42069,PA,Lackawanna County,42069102800,1,1,"3,060",7.5,406.5
42069,PA,Lackawanna County,42069102900,1,1,"4,160",1,"3,994.90"
42069,PA,Lackawanna County,42069103000,1,1,"2,141",0.6,"3,851.00"
42069,PA,Lackawanna County,42069103100,1,1,"1,546",0.7,"2,308.20"
42069,PA,Lackawanna County,42069110100,1,1,"2,929",16.6,176.6
42069,PA,Lackawanna County,42069110201,2,2,"4,013",45.3,88.7
42069,PA,Lackawanna County,42069110202,2,2,"4,905",27.2,180.3
42069,PA,Lackawanna County,42069110300,1,1,"4,035",24.9,161.8
42069,PA,Lackawanna County,42069110401,1,1,"6,685",5.3,"1,271.00"
42069,PA,Lackawanna County,42069110402,1,1,"2,564",5.3,487.2
42069,PA,Lackawanna County,42069110403,1,1,"2,965",3.6,827.2
42069,PA,Lackawanna County,42069110500,1,1,"5,194",1.7,"3,098.90"
42069,PA,Lackawanna County,42069110600,1,1,"2,922",16.2,180
42069,PA,Lackawanna County,42069110700,1,1,"2,228",1.5,"1,526.60"
42069,PA,Lackawanna County,42069110800,1,1,"3,568",0.7,"5,336.60"
42069,PA,Lackawanna County,42069110900,1,1,"3,095",1.1,"2,776.00"
42069,PA,Lackawanna County,42069111000,1,1,"2,169",0.8,"2,737.30"
42069,PA,Lackawanna County,42069111100,1,1,"6,984",17.1,408.7
42069,PA,Lackawanna County,42069111200,1,1,"6,564",3.8,"1,721.50"
42069,PA,Lackawanna County,42069111300,1,1,"4,676",6.7,694.1
42069,PA,Lackawanna County,42069111400,1,1,"5,151",5.4,947.4
42069,PA,Lackawanna County,42069111500,1,1,"3,481",1.4,"2,575.70"
42069,PA,Lackawanna County,42069111600,1,1,"2,589",3.4,751.8
42069,PA,Lackawanna County,42069111700,1,1,"4,088",5,822.9
42069,PA,Lackawanna County,42069111800,2,2,"8,558",59.7,143.4
42069,PA,Lackawanna County,42069112000,1,1,"4,563",2.7,"1,716.30"
42069,PA,Lackawanna County,42069112100,1,1,"4,259",5.3,797.6
42069,PA,Lackawanna County,42069112200,1,1,"2,584",0.3,"7,658.40"
42069,PA,Lackawanna County,42069112300,1,1,"2,651",0.6,"4,551.00"
42069,PA,Lackawanna County,42069112400,2,2,"4,266",40,106.7
42069,PA,Lackawanna County,42069112500,1,1,"6,263",5.2,"1,204.00"
42069,PA,Lackawanna County,42069112600,1,1,"5,463",2.2,"2,481.90"
42069,PA,Lackawanna County,42069112700,1,1,"2,850",1.2,"2,348.50"
42069,PA,Lackawanna County,42069112800,1,1,"5,719",6.5,883.1
42069,PA,Lackawanna County,42069112901,2,2,"4,185",72.1,58.1
42069,PA,Lackawanna County,42069112902,2,2,"6,182",45.2,136.8
42071,PA,Lancaster County,42071000100,1,1,"2,530",0.2,"11,642.00"
42071,PA,Lancaster County,42071000200,1,1,"2,948",0.5,"6,534.80"
42071,PA,Lancaster County,42071000300,1,1,"5,012",0.3,"15,309.50"
42071,PA,Lancaster County,42071000400,1,1,"4,444",0.3,"15,878.30"
42071,PA,Lancaster County,42071000500,1,1,"4,481",0.3,"13,308.40"
42071,PA,Lancaster County,42071000600,1,1,"3,306",0.2,"16,878.20"
42071,PA,Lancaster County,42071000700,1,1,"3,957",0.2,"24,498.70"
42071,PA,Lancaster County,42071000800,1,1,"3,794",0.4,"10,574.60"
42071,PA,Lancaster County,42071000900,1,1,"3,757",0.1,"26,504.20"
42071,PA,Lancaster County,42071001000,1,1,"4,018",0.2,"25,547.30"
42071,PA,Lancaster County,42071001100,1,1,"3,376",0.2,"22,003.40"
42071,PA,Lancaster County,42071001200,1,1,"4,693",0.5,"9,215.60"
42071,PA,Lancaster County,42071001400,1,1,"5,318",0.4,"13,468.80"
42071,PA,Lancaster County,42071010101,1,1,"7,280",27.3,266.5
42071,PA,Lancaster County,42071010102,1,1,"3,861",1.3,"3,020.90"
42071,PA,Lancaster County,42071010201,1,1,"4,778",26.2,182.5
42071,PA,Lancaster County,42071010202,1,1,"5,416",13.2,411.7
42071,PA,Lancaster County,42071010300,1,1,"8,789",29.6,297.1
42071,PA,Lancaster County,42071010400,1,1,"4,858",1.4,"3,511.70"
42071,PA,Lancaster County,42071010501,2,2,"4,327",23.2,186.7
42071,PA,Lancaster County,42071010502,1,1,"6,115",24.3,252.1
42071,PA,Lancaster County,42071010600,1,1,"9,853",27.8,354.3
42071,PA,Lancaster County,42071010701,1,1,"5,875",1.3,"4,663.70"
42071,PA,Lancaster County,42071010702,1,1,"5,690",1.4,"4,028.40"
42071,PA,Lancaster County,42071010801,1,1,"8,260",15.8,523.2
42071,PA,Lancaster County,42071010802,1,1,"3,194",14.6,219.4
42071,PA,Lancaster County,42071010900,1,1,"7,410",2.4,"3,073.70"
42071,PA,Lancaster County,42071011000,1,1,"2,588",0.7,"3,465.30"
42071,PA,Lancaster County,42071011100,1,1,"7,755",21.4,361.8
42071,PA,Lancaster County,42071011200,1,1,"1,947",0.4,"4,949.90"
42071,PA,Lancaster County,42071011300,1,1,"4,134",1,"4,059.20"
42071,PA,Lancaster County,42071011400,1,1,"4,319",1,"4,309.90"
42071,PA,Lancaster County,42071011502,1,1,"5,926",7.8,763.9
42071,PA,Lancaster County,42071011503,1,1,"5,288",2.5,"2,119.20"
42071,PA,Lancaster County,42071011504,1,1,"7,741",9.1,854.2
42071,PA,Lancaster County,42071011600,1,1,"5,947",9.5,628.6
42071,PA,Lancaster County,42071011701,1,1,"4,779",3.5,"1,385.20"
42071,PA,Lancaster County,42071011703,1,1,"7,555",4.5,"1,689.80"
42071,PA,Lancaster County,42071011704,1,1,"4,340",2.5,"1,720.40"
42071,PA,Lancaster County,42071011705,1,1,"5,407",2.4,"2,279.70"
42071,PA,Lancaster County,42071011801,1,1,"3,025",1.8,"1,658.30"
42071,PA,Lancaster County,42071011802,1,1,"5,642",1.6,"3,461.90"
42071,PA,Lancaster County,42071011803,1,1,"5,752",2.7,"2,161.60"
42071,PA,Lancaster County,42071011804,1,1,"8,211",4.1,"1,999.50"
42071,PA,Lancaster County,42071011805,1,1,"2,665",3.1,846.4
42071,PA,Lancaster County,42071011901,1,1,"5,486",3.7,"1,500.00"
42071,PA,Lancaster County,42071011902,1,1,"7,663",8.4,913.8
42071,PA,Lancaster County,42071012001,1,1,"5,486",1.2,"4,710.80"
42071,PA,Lancaster County,42071012002,1,1,"3,883",1.1,"3,389.70"
42071,PA,Lancaster County,42071012102,1,1,"7,617",8.7,877.9
42071,PA,Lancaster County,42071012103,1,1,"4,100",4.5,903.3
42071,PA,Lancaster County,42071012104,1,1,"6,066",6.6,924.4
42071,PA,Lancaster County,42071012200,1,1,"7,093",1.3,"5,310.40"
42071,PA,Lancaster County,42071012301,1,1,"3,174",0.9,"3,447.10"
42071,PA,Lancaster County,42071012302,1,1,"3,127",1.2,"2,681.50"
42071,PA,Lancaster County,42071012402,1,1,"3,894",1.2,"3,177.80"
42071,PA,Lancaster County,42071012403,1,1,"4,175",6.7,621.8
42071,PA,Lancaster County,42071012404,1,1,"5,207",9.5,546.9
42071,PA,Lancaster County,42071012501,1,1,"7,561",13.6,554.3
42071,PA,Lancaster County,42071012502,1,1,"4,521",8.1,555
42071,PA,Lancaster County,42071012601,1,1,"7,199",24.6,292.1
42071,PA,Lancaster County,42071012602,2,2,"4,748",23,206.8
42071,PA,Lancaster County,42071012700,1,1,"7,802",25,312.1
42071,PA,Lancaster County,42071012800,1,1,"5,378",1.9,"2,767.60"
42071,PA,Lancaster County,42071012900,1,1,"7,024",22,319.9
42071,PA,Lancaster County,42071013000,1,1,"7,868",17.7,443.3
42071,PA,Lancaster County,42071013101,1,1,"5,000",10.9,460.5
42071,PA,Lancaster County,42071013102,1,1,"3,708",7.3,510.6
42071,PA,Lancaster County,42071013202,1,1,"5,710",2.6,"2,176.10"
42071,PA,Lancaster County,42071013203,1,1,"4,994",7.1,706.3
42071,PA,Lancaster County,42071013204,1,1,"6,624",10.6,627.6
42071,PA,Lancaster County,42071013301,1,1,"4,265",3.3,"1,286.50"
42071,PA,Lancaster County,42071013303,1,1,"4,625",6,764.9
42071,PA,Lancaster County,42071013304,1,1,"7,447",7.8,960.8
42071,PA,Lancaster County,42071013400,1,1,"3,080",0.8,"4,088.40"
42071,PA,Lancaster County,42071013501,1,1,"8,695",3.3,"2,631.50"
42071,PA,Lancaster County,42071013502,1,1,"4,229",1.4,"3,022.30"
42071,PA,Lancaster County,42071013503,1,1,"2,484",0.9,"2,706.90"
42071,PA,Lancaster County,42071013601,1,1,"3,045",0.9,"3,323.00"
42071,PA,Lancaster County,42071013602,1,1,"5,565",1.6,"3,458.10"
42071,PA,Lancaster County,42071013701,1,1,"4,740",1.8,"2,606.20"
42071,PA,Lancaster County,42071013702,1,1,"9,175",10.5,873.9
42071,PA,Lancaster County,42071013800,2,2,"3,815",25.2,151.6
42071,PA,Lancaster County,42071013901,1,1,"4,605",13.4,343
42071,PA,Lancaster County,42071013902,1,1,"3,776",14.6,257.9
42071,PA,Lancaster County,42071014000,1,1,"6,991",20.9,333.9
42071,PA,Lancaster County,42071014101,2,2,"5,220",20.6,254
42071,PA,Lancaster County,42071014102,1,1,"5,131",18.6,275.9
42071,PA,Lancaster County,42071014201,2,2,"5,408",22.8,237.3
42071,PA,Lancaster County,42071014202,1,1,"5,654",19,298.1
42071,PA,Lancaster County,42071014300,1,1,"7,657",36.5,209.9
42071,PA,Lancaster County,42071014401,2,2,"6,897",19.9,347
42071,PA,Lancaster County,42071014402,2,2,"4,670",13.8,337.8
42071,PA,Lancaster County,42071014501,2,2,"5,190",29,178.8
42071,PA,Lancaster County,42071014502,2,2,"5,634",49.8,113.1
42071,PA,Lancaster County,42071014601,2,2,"3,791",23.1,163.9
42071,PA,Lancaster County,42071014602,2,2,"7,741",55.6,139.2
42071,PA,Lancaster County,42071014700,1,1,"4,446",0.4,"10,399.90"
42073,PA,Lawrence County,42073000100,4,4,"4,370",1.1,"4,062.00"
42073,PA,Lawrence County,42073000200,4,4,"1,976",1.2,"1,603.90"
42073,PA,Lawrence County,42073000300,4,4,"3,975",0.8,"4,744.20"
42073,PA,Lawrence County,42073000400,4,4,"1,981",1,"1,932.40"
42073,PA,Lawrence County,42073000600,4,4,"1,284",0.2,"6,126.80"
42073,PA,Lawrence County,42073000700,4,4,"2,032",0.4,"5,023.20"
42073,PA,Lawrence County,42073000800,4,4,"4,131",0.8,"4,959.70"
42073,PA,Lawrence County,42073000900,4,4,"1,825",0.7,"2,605.60"
42073,PA,Lawrence County,42073001000,4,4,"1,699",1.7,"1,002.80"
42073,PA,Lawrence County,42073010100,6,6,"4,127",54.1,76.3
42073,PA,Lawrence County,42073010201,4,4,"3,393",8.6,393.8
42073,PA,Lawrence County,42073010202,5,5,"5,185",35.6,145.8
42073,PA,Lawrence County,42073010300,7,7,"2,466",1.1,"2,319.50"
42073,PA,Lawrence County,42073010400,5,5,"3,452",30.7,112.5
42073,PA,Lawrence County,42073010500,5,5,"3,083",23.9,128.9
42073,PA,Lawrence County,42073010600,4,4,"2,350",7.8,302.2
42073,PA,Lawrence County,42073010700,4,4,"2,867",1.9,"1,528.20"
42073,PA,Lawrence County,42073010800,4,4,"6,216",8.6,721.2
42073,PA,Lawrence County,42073010900,5,5,"3,283",29.9,110
42073,PA,Lawrence County,42073011000,4,4,"5,031",12.8,394.2
42073,PA,Lawrence County,42073011100,4,4,"4,182",17.4,240.8
42073,PA,Lawrence County,42073011200,5,5,"2,481",13.9,178.1
42073,PA,Lawrence County,42073011300,6,6,"4,487",51.7,86.8
42073,PA,Lawrence County,42073011400,2,2,"2,219",15.4,143.8
42073,PA,Lawrence County,42073011500,2,2,"4,176",34.2,121.9
42073,PA,Lawrence County,42073011600,2,2,"4,141",1.1,"3,635.30"
42073,PA,Lawrence County,42073011700,2,2,"2,145",1,"2,229.30"
42073,PA,Lawrence County,42073011800,2,2,"2,551",0.6,"4,436.60"
42075,PA,Lebanon County,42075000100,1,1,"4,810",0.6,"7,786.80"
42075,PA,Lebanon County,42075000200,1,1,"4,990",1,"4,979.20"
42075,PA,Lebanon County,42075000300,1,1,"4,336",0.8,"5,565.00"
42075,PA,Lebanon County,42075000401,1,1,"3,965",0.5,"7,979.90"
42075,PA,Lebanon County,42075000402,1,1,"3,776",0.5,"7,359.00"
42075,PA,Lebanon County,42075000500,1,1,"3,600",0.8,"4,747.50"
42075,PA,Lebanon County,42075002000,2,2.1,"3,151",54.5,57.9
42075,PA,Lebanon County,42075002100,2,2,"5,007",34.6,144.8
42075,PA,Lebanon County,42075002200,1,1,"6,460",22.2,291
42075,PA,Lebanon County,42075002300,2,2,"2,801",32.5,86.3
42075,PA,Lebanon County,42075002400,2,2,"2,381",17.3,138
42075,PA,Lebanon County,42075002500,1,1,"4,767",1.6,"2,955.30"
42075,PA,Lebanon County,42075002600,1,1,"2,080",0.8,"2,478.30"
42075,PA,Lebanon County,42075002701,1,1,"5,884",8.8,671.2
42075,PA,Lebanon County,42075002702,1,1,"5,545",8,694.7
42075,PA,Lebanon County,42075002800,1,1,"8,163",24.1,339.3
42075,PA,Lebanon County,42075002900,1,1,"3,062",0.9,"3,575.20"
42075,PA,Lebanon County,42075003000,1,1,"5,411",21.8,248.1
42075,PA,Lebanon County,42075003100,2,2,"4,069",24.2,167.9
42075,PA,Lebanon County,42075003200,1,1,"4,310",18.3,236.1
42075,PA,Lebanon County,42075003300,1,1,"2,700",1.5,"1,842.10"
42075,PA,Lebanon County,42075003400,1,1,"2,453",2,"1,256.50"
42075,PA,Lebanon County,42075003500,1,1,"4,986",9.1,548.3
42075,PA,Lebanon County,42075003600,1,1,"3,348",0.8,"4,237.30"
42075,PA,Lebanon County,42075003700,1,1,"2,850",19.5,146.4
42075,PA,Lebanon County,42075003800,1,1,"8,068",10.8,749.8
42075,PA,Lebanon County,42075003901,1,1,"3,500",1.1,"3,288.30"
42075,PA,Lebanon County,42075003902,1,1,"3,820",0.9,"4,436.00"
42075,PA,Lebanon County,42075004000,1,1,"6,991",24.4,287.1
42075,PA,Lebanon County,42075004100,1,1,"2,172",8.8,247.1
42075,PA,Lebanon County,42075004200,1,1,"4,112",9.7,423.8
42077,PA,Lehigh County,42077000101,1,1,"3,661",0.7,"5,055.00"
42077,PA,Lehigh County,42077000102,1,1,"4,150",1.3,"3,159.70"
42077,PA,Lehigh County,42077000400,1,1,"3,548",0.4,"9,481.80"
42077,PA,Lehigh County,42077000500,1,1,"2,646",0.4,"6,560.90"
42077,PA,Lehigh County,42077000600,1,1,"6,243",0.9,"6,590.50"
42077,PA,Lehigh County,42077000700,1,1,"4,056",0.3,"14,076.10"
42077,PA,Lehigh County,42077000800,1,1,"4,083",0.1,"34,548.10"
42077,PA,Lehigh County,42077000900,1,1,"1,852",0.1,"21,393.10"
42077,PA,Lehigh County,42077001000,1,1,"3,151",0.1,"26,691.30"
42077,PA,Lehigh County,42077001200,1,1,"2,463",0.1,"17,363.30"
42077,PA,Lehigh County,42077001401,1,1,"7,226",1.2,"5,893.10"
42077,PA,Lehigh County,42077001402,1,1,"2,143",1.8,"1,191.40"
42077,PA,Lehigh County,42077001501,1,1,"6,625",1.4,"4,818.90"
42077,PA,Lehigh County,42077001502,1,1,"6,612",1.3,"5,225.20"
42077,PA,Lehigh County,42077001600,1,1,"3,822",0.1,"29,230.10"
42077,PA,Lehigh County,42077001700,1,1,"4,872",0.2,"28,841.20"
42077,PA,Lehigh County,42077001800,1,1,"4,621",0.2,"23,480.70"
42077,PA,Lehigh County,42077001900,1,1,"4,459",0.5,"8,126.00"
42077,PA,Lehigh County,42077002000,1,1,"5,151",0.2,"23,702.70"
42077,PA,Lehigh County,42077002100,1,1,"7,023",0.5,"15,512.50"
42077,PA,Lehigh County,42077002201,1,1,"4,379",0.5,"8,956.90"
42077,PA,Lehigh County,42077002202,1,1,"4,183",0.5,"8,572.40"
42077,PA,Lehigh County,42077002301,1,1,"7,134",1.9,"3,783.40"
42077,PA,Lehigh County,42077002302,1,1,"3,034",0.9,"3,394.20"
42077,PA,Lehigh County,42077005100,1,1,"4,232",1.3,"3,204.10"
42077,PA,Lehigh County,42077005200,1,1,"6,624",23.6,281.2
42077,PA,Lehigh County,42077005301,2,2,"3,416",24.6,138.6
42077,PA,Lehigh County,42077005302,2,2,"4,229",41.2,102.5
42077,PA,Lehigh County,42077005401,2,2,"2,173",14,155.1
42077,PA,Lehigh County,42077005402,2,2,"4,923",26.8,183.9
42077,PA,Lehigh County,42077005503,1,1,"4,092",11,372.3
42077,PA,Lehigh County,42077005504,1,1,"4,556",8.2,553.8
42077,PA,Lehigh County,42077005505,1,1,"3,261",2.8,"1,145.30"
42077,PA,Lehigh County,42077005506,1,1,"3,794",6,632.7
42077,PA,Lehigh County,42077005601,1,1,"4,912",5.7,858.2
42077,PA,Lehigh County,42077005602,1,1,"5,170",2.1,"2,442.60"
42077,PA,Lehigh County,42077005702,1,1,"4,488",1.3,"3,424.10"
42077,PA,Lehigh County,42077005703,1,1,"3,440",0.7,"5,153.80"
42077,PA,Lehigh County,42077005704,1,1,"3,201",0.4,"7,306.20"
42077,PA,Lehigh County,42077005705,1,1,"5,527",2.3,"2,392.10"
42077,PA,Lehigh County,42077005800,1,1,"3,192",0.6,"5,230.20"
42077,PA,Lehigh County,42077005901,1,1,"6,436",1.3,"4,986.10"
42077,PA,Lehigh County,42077005902,1,1,"1,571",4.2,373.5
42077,PA,Lehigh County,42077006001,1,1,"4,529",4.4,"1,037.00"
42077,PA,Lehigh County,42077006002,1,1,"5,778",8.6,668.8
42077,PA,Lehigh County,42077006101,1,1,"3,688",2.5,"1,453.10"
42077,PA,Lehigh County,42077006102,1,1,"5,185",1.5,"3,381.40"
42077,PA,Lehigh County,42077006202,1,1,"8,616",14.5,592.8
42077,PA,Lehigh County,42077006203,1,1,"7,329",3.7,"1,988.30"
42077,PA,Lehigh County,42077006204,1,1,"4,118",7.8,524.7
42077,PA,Lehigh County,42077006302,1,1,"6,899",9.8,703.2
42077,PA,Lehigh County,42077006303,1,1,"3,074",1,"3,107.90"
42077,PA,Lehigh County,42077006304,1,1,"3,946",3.3,"1,213.90"
42077,PA,Lehigh County,42077006305,1,1,"6,617",3,"2,225.30"
42077,PA,Lehigh County,42077006307,1,1,"8,327",4.4,"1,893.70"
42077,PA,Lehigh County,42077006308,1,1,"7,205",2.6,"2,746.40"
42077,PA,Lehigh County,42077006401,1,1,"2,789",4.3,649.9
42077,PA,Lehigh County,42077006402,1,1,"4,792",13.8,348.3
42077,PA,Lehigh County,42077006500,1,1,"5,626",1.5,"3,765.70"
42077,PA,Lehigh County,42077006600,1,1,"5,296",1.3,"4,055.00"
42077,PA,Lehigh County,42077006701,1,1,"4,917",3.1,"1,601.60"
42077,PA,Lehigh County,42077006702,1,1,"2,793",5.1,549.1
42077,PA,Lehigh County,42077006703,1,1,"5,795",3,"1,921.80"
42077,PA,Lehigh County,42077006800,1,1,"4,597",0.7,"6,251.20"
42077,PA,Lehigh County,42077006902,1,1,"2,386",1,"2,498.80"
42077,PA,Lehigh County,42077006903,1,1,"6,395",12.6,507.4
42077,PA,Lehigh County,42077006905,1,1,"4,447",5.8,761.6
42077,PA,Lehigh County,42077006906,1,1,"3,966",6,661.2
42077,PA,Lehigh County,42077007000,1,1,"3,775",19.7,191.7
42077,PA,Lehigh County,42077009100,1,1,"3,717",1.6,"2,292.00"
42077,PA,Lehigh County,42077009200,1,1,"3,768",0.7,"5,210.10"
42077,PA,Lehigh County,42077009300,1,1,"3,246",0.7,"4,634.40"
42077,PA,Lehigh County,42077009400,1,1,"3,972",0.7,"5,341.70"
42077,PA,Lehigh County,42077009500,1,1,"4,640",0.5,"9,107.30"
42077,PA,Lehigh County,42077009600,1,1,"7,344",1.6,"4,636.60"
42077,PA,Lehigh County,42077009700,1,1,"3,551",0.3,"11,432.10"
42079,PA,Luzerne County,42079200100,1,1,"2,867",0.7,"4,144.40"
42079,PA,Luzerne County,42079200200,1,1,"3,630",0.4,"8,399.80"
42079,PA,Luzerne County,42079200300,1,1,"1,818",0.4,"4,422.00"
42079,PA,Luzerne County,42079200400,1,1,"2,523",0.3,"8,012.30"
42079,PA,Luzerne County,42079200500,1,1,"2,703",0.4,"6,942.80"
42079,PA,Luzerne County,42079200600,1,1,"2,192",0.2,"9,461.60"
42079,PA,Luzerne County,42079200700,1,1,"3,401",0.4,"8,924.90"
42079,PA,Luzerne County,42079200800,1,1,"3,705",0.4,"9,593.70"
42079,PA,Luzerne County,42079200900,1,1,"3,178",0.4,"8,275.90"
42079,PA,Luzerne County,42079201000,1,1,"2,519",0.3,"7,324.70"
42079,PA,Luzerne County,42079201100,1,1,"1,252",0.1,"9,004.60"
42079,PA,Luzerne County,42079201200,1,1,"2,303",0.3,"6,890.70"
42079,PA,Luzerne County,42079201300,1,1,"1,997",0.5,"4,086.70"
42079,PA,Luzerne County,42079201400,1,1,"2,262",0.3,"6,713.10"
42079,PA,Luzerne County,42079201500,1,1,"2,315",0.7,"3,256.00"
42079,PA,Luzerne County,42079201600,1,1,"2,833",1,"2,820.90"
42079,PA,Luzerne County,42079210100,1,1,"3,368",13.8,244.6
42079,PA,Luzerne County,42079210200,1,1,"2,711",1.5,"1,785.60"
42079,PA,Luzerne County,42079210300,1,1,"2,661",1,"2,578.80"
42079,PA,Luzerne County,42079210400,1,1,"1,392",0.9,"1,527.10"
42079,PA,Luzerne County,42079210500,1,1,"4,917",5.5,886.3
42079,PA,Luzerne County,42079210600,1,1,"1,196",0.3,"4,509.50"
42079,PA,Luzerne County,42079210700,1,1,"1,831",0.6,"2,886.90"
42079,PA,Luzerne County,42079210800,1,1,"3,196",0.4,"7,394.10"
42079,PA,Luzerne County,42079210900,1,1,"1,516",0.2,"6,913.60"
42079,PA,Luzerne County,42079211000,1,1,"4,868",0.8,"5,937.20"
42079,PA,Luzerne County,42079211101,1,1,"5,652",4.7,"1,209.50"
42079,PA,Luzerne County,42079211102,2,2,"2,378",13,183
42079,PA,Luzerne County,42079211201,1,1,"2,804",2.3,"1,208.20"
42079,PA,Luzerne County,42079211203,2,2,"1,757",12.7,138.4
42079,PA,Luzerne County,42079211204,1,1,"6,320",11.6,543.1
42079,PA,Luzerne County,42079211205,1,1,"2,686",6.9,387.7
42079,PA,Luzerne County,42079211301,1,1,"4,646",13.3,349.5
42079,PA,Luzerne County,42079211302,2,2,"3,496",21.9,159.6
42079,PA,Luzerne County,42079211303,1,1,"2,791",5.2,540.9
42079,PA,Luzerne County,42079211304,2,2,"2,049",26.7,76.8
42079,PA,Luzerne County,42079211400,1,1,"6,999",13.7,512.6
42079,PA,Luzerne County,42079211500,1,1,"2,725",3.6,752.9
42079,PA,Luzerne County,42079211600,1,1,"3,073",1.4,"2,138.20"
42079,PA,Luzerne County,42079211701,1,1,"5,049",14.3,353
42079,PA,Luzerne County,42079211702,1,1,"1,487",1.3,"1,101.70"
42079,PA,Luzerne County,42079211800,1,1,"1,886",7.4,255.4
42079,PA,Luzerne County,42079211900,1,1,"6,147",4.9,"1,262.00"
42079,PA,Luzerne County,42079212000,1,1,"1,928",0.7,"2,953.00"
42079,PA,Luzerne County,42079212100,1,1,"4,214",1.3,"3,209.10"
42079,PA,Luzerne County,42079212200,1,1,"5,062",2.1,"2,382.40"
42079,PA,Luzerne County,42079212300,1,1,"2,845",0.7,"4,126.20"
42079,PA,Luzerne County,42079212700,1,1,"5,158",0.7,"7,071.90"
42079,PA,Luzerne County,42079212800,1,1,"3,530",0.7,"5,286.80"
42079,PA,Luzerne County,42079212900,1,1,"1,379",0.2,"6,652.30"
42079,PA,Luzerne County,42079213000,1,1,"1,405",0.2,"8,385.60"
42079,PA,Luzerne County,42079213100,1,1,"1,710",0.4,"4,804.90"
42079,PA,Luzerne County,42079213200,1,1,"4,816",1.2,"4,157.20"
42079,PA,Luzerne County,42079213300,1,1,"1,711",1.5,"1,163.00"
42079,PA,Luzerne County,42079213400,1,1,"4,480",4.7,952.9
42079,PA,Luzerne County,42079213600,1,1,"2,271",0.3,"6,501.60"
42079,PA,Luzerne County,42079213700,1,1,"2,074",0.4,"5,346.50"
42079,PA,Luzerne County,42079213800,1,1,"1,606",0.4,"4,459.60"
42079,PA,Luzerne County,42079213900,1,1,"1,812",15.9,113.8
42079,PA,Luzerne County,42079214000,1,1,"1,044",1.1,938.8
42079,PA,Luzerne County,42079214100,1,1,"2,526",0.4,"7,198.70"
42079,PA,Luzerne County,42079214200,1,1,"2,833",0.4,"6,420.00"
42079,PA,Luzerne County,42079214300,1,1,"2,024",1,"2,050.10"
42079,PA,Luzerne County,42079214400,1,1,"2,038",0.6,"3,610.20"
42079,PA,Luzerne County,42079214500,1,1,"1,687",1,"1,726.20"
42079,PA,Luzerne County,42079214600,1,1,"3,943",2.8,"1,430.30"
42079,PA,Luzerne County,42079214900,1,1,"1,456",10,146.2
42079,PA,Luzerne County,42079215000,1,1,"1,573",1.8,859.7
42079,PA,Luzerne County,42079215100,1,1,"2,790",0.9,"3,018.20"
42079,PA,Luzerne County,42079215200,1,1,"2,967",2.9,"1,036.00"
42079,PA,Luzerne County,42079215300,2,2,"3,966",90.4,43.9
42079,PA,Luzerne County,42079215400,2,2,"2,530",38.2,66.2
42079,PA,Luzerne County,42079215501,1,1,"4,520",9.4,479.1
42079,PA,Luzerne County,42079215502,1,1,"5,651",13.3,424.6
42079,PA,Luzerne County,42079215503,1,1,"3,335",10.9,305.3
42079,PA,Luzerne County,42079215504,2,2,"3,982",34.9,114.1
42079,PA,Luzerne County,42079215600,1,1,"5,374",16.8,320.7
42079,PA,Luzerne County,42079215701,2,2,"2,443",20.6,118.4
42079,PA,Luzerne County,42079215702,2,2,"2,042",19.7,103.8
42079,PA,Luzerne County,42079215800,2,2,"2,937",43.4,67.6
42079,PA,Luzerne County,42079215900,2,2,"3,747",77.3,48.5
42079,PA,Luzerne County,42079216000,2,2,838,0.5,"1,854.30"
42079,PA,Luzerne County,42079216100,1,1,"4,254",29,146.7
42079,PA,Luzerne County,42079216200,2,2,"5,387",50.2,107.4
42079,PA,Luzerne County,42079216400,2,2,"2,016",24.4,82.6
42079,PA,Luzerne County,42079216501,1,1,"1,914",1,"1,874.70"
42079,PA,Luzerne County,42079216502,2,2,"4,211",22.5,187.5
42079,PA,Luzerne County,42079216600,1,1,"9,221",33.4,276.4
42079,PA,Luzerne County,42079216700,1,1,"3,531",0.7,"5,248.60"
42079,PA,Luzerne County,42079216800,1,1,"3,565",45.2,79
42079,PA,Luzerne County,42079216900,1,1,"4,543",17.5,259.9
42079,PA,Luzerne County,42079217001,1,1,"1,881",24.5,76.9
42079,PA,Luzerne County,42079217002,1,1,"3,125",3.1,996.4
42079,PA,Luzerne County,42079217100,1,1,"3,309",0.4,"7,553.60"
42079,PA,Luzerne County,42079217200,1,1,"3,223",0.9,"3,787.80"
42079,PA,Luzerne County,42079217300,1,1,"3,554",2.3,"1,543.80"
42079,PA,Luzerne County,42079217400,1,1,"1,605",1.1,"1,398.20"
42079,PA,Luzerne County,42079217500,1,1,"2,755",0.2,"12,160.40"
42079,PA,Luzerne County,42079217600,1,1,"2,866",0.2,"14,841.80"
42079,PA,Luzerne County,42079217700,1,1,"4,499",0.6,"8,008.50"
42079,PA,Luzerne County,42079217800,1,1,"3,529",0.3,"12,131.80"
42079,PA,Luzerne County,42079217900,1,1,"4,589",0.7,"6,268.60"
